港台频道,#genre#
健康养生HD,http://182.135.66.163:18888/rtp/239.94.1.27:5140
全球大片HD,http://182.135.66.163:18888/rtp/239.94.1.24:5140
军事专区HD,http://182.135.66.163:18888/rtp/239.94.1.52:5140
凉山综合HD,http://182.135.66.163:18888/rtp/239.94.0.171:5140
华语影院HD,http://182.135.66.163:18888/rtp/239.94.1.22:5140
四川乡村HD,http://182.135.66.163:18888/rtp/239.94.0.77:5140
四川乡村HD,http://182.135.66.163:18888/rtp/239.94.1.4:5140
四川乡村HD,http://182.135.66.163:18888/rtp/239.94.1.8:5140
四川影视文艺HD,http://182.135.66.163:18888/rtp/239.94.0.73:5140
四川文化旅游HD,http://182.135.66.163:18888/rtp/239.94.0.71:5140
四川文化旅游HD,http://182.135.66.163:18888/rtp/239.94.1.11:5140
四川文化旅游HD,http://182.135.66.163:18888/rtp/239.94.1.5:5140
四川文化旅游HD,http://182.135.66.163:18888/rtp/239.94.1.6:5140
开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed
四川新闻HD,http://182.135.66.163:18888/rtp/239.94.0.72:5140
四川新闻HD,http://182.135.66.163:18888/rtp/239.94.1.3:5140
四川新闻HD,http://182.135.66.163:18888/rtp/239.94.2.26:5140
开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8zzhed
四川科教HD,http://182.135.66.163:18888/rtp/239.94.0.76:5140
四川经济HD,http://182.135.66.163:18888/rtp/239.94.0.70:5140
四海钓鱼HD,http://182.135.66.163:18888/rtp/239.94.1.168:5140
地理专区HD,http://182.135.66.163:18888/rtp/239.94.1.54:5140
墨宝专区HD,http://182.135.66.163:18888/rtp/239.94.1.51:5140
大爱四川专区HD,http://182.135.66.163:18888/rtp/239.94.1.12:5140
大爱四川专区HD,http://182.135.66.163:18888/rtp/239.94.1.13:5140
大爱四川专区HD,http://182.135.66.163:18888/rtp/239.94.1.14:5140
大爱时尚专区HD,http://182.135.66.163:18888/rtp/239.94.1.15:5140
宜宾公共HD,http://182.135.66.163:18888/rtp/239.94.0.172:5140
宜宾综合HD,http://182.135.66.163:18888/rtp/239.94.0.161:5140
宝宝动画HD,http://182.135.66.163:18888/rtp/239.94.1.32:5140
导视HD,http://182.135.66.163:18888/rtp/239.94.1.64:5140
开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8?zzhed
少儿天地HD,http://182.135.66.163:18888/rtp/239.94.1.138:5140
峨眉电影HD,http://182.135.66.163:18888/rtp/239.94.0.103:5140
开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8
广元文化生活HD,http://182.135.66.163:18888/rtp/239.94.0.179:5140
广元综合HD,http://182.135.66.163:18888/rtp/239.94.0.167:5140
德阳文旅科教HD,http://182.135.66.163:18888/rtp/239.94.0.165:5140
德阳新闻综合HD,http://182.135.66.163:18888/rtp/239.94.0.176:5140
戏曲专区HD,http://182.135.66.163:18888/rtp/239.94.1.38:5140
戏曲精选HD,http://182.135.66.163:18888/rtp/239.94.1.37:5140
攀枝花综合HD,http://182.135.66.163:18888/rtp/239.94.0.168:5140
收视指南专区HD,http://182.135.66.163:18888/rtp/239.94.1.56:5140
星光院线HD,http://182.135.66.163:18888/rtp/239.94.1.23:5140
未知节目HD,http://182.135.66.163:18888/rtp/239.94.2.72:5140
未识别HD,http://182.135.66.163:18888/rtp/239.94.2.25:5140
来钓鱼吧HD,http://182.135.66.163:18888/rtp/239.94.1.148:5140
泸州科教生活HD,http://182.135.66.163:18888/rtp/239.94.0.182:5140
泸州综合HD,http://182.135.66.163:18888/rtp/239.94.0.163:5140
开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8?zzhed#http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8zzhed#http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8
热门剧场HD,http://182.135.66.163:18888/rtp/239.94.1.26:5140
热门综艺HD,http://182.135.66.163:18888/rtp/239.94.1.35:5140
爱乐山HD,http://182.135.66.163:18888/rtp/239.94.2.2:5140
爱宠宠物HD,http://182.135.66.163:18888/rtp/239.94.1.145:5140
电信5GHD,http://182.135.66.163:18888/rtp/239.94.2.4:5140
电竞天堂HD,http://182.135.66.163:18888/rtp/239.94.1.45:5140
庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?zzhed?
百变课堂HD,http://182.135.66.163:18888/rtp/239.94.1.43:5140
直播室1HD,http://182.135.66.163:18888/rtp/239.94.2.11:5140
直播室2HD,http://182.135.66.163:18888/rtp/239.94.2.12:5140
直播室3HD,http://182.135.66.163:18888/rtp/239.94.2.13:5140
直播室3HD,http://182.135.66.163:18888/rtp/239.94.2.14:5140
直播室5HD,http://182.135.66.163:18888/rtp/239.94.2.15:5140
直播室6HD,http://182.135.66.163:18888/rtp/239.94.2.16:5140
直播室7HD,http://182.135.66.163:18888/rtp/239.94.2.17:5140
直播室8HD,http://182.135.66.163:18888/rtp/239.94.2.18:5140
眉山文旅乡村HD,http://182.135.66.163:18888/rtp/239.94.0.174:5140
庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
眉山综合HD,http://182.135.66.163:18888/rtp/239.94.0.170:5140
看天下精选HD,http://182.135.66.163:18888/rtp/239.94.1.68:5140
科教生活HD,http://182.135.66.163:18888/rtp/239.94.0.181:5140
精彩推荐HD,http://182.135.66.163:18888/rtp/239.94.2.10:5140
红色影院HD,http://182.135.66.163:18888/rtp/239.94.1.48:5140
经典剧场HD,http://182.135.66.163:18888/rtp/239.94.1.49:5140
综艺咖秀HD,http://182.135.66.163:18888/rtp/239.94.2.27:5140
庆元新闻综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?fbl=
自贡文化生活HD,http://182.135.66.163:18888/rtp/239.94.0.178:5140
蓉城先锋HD,http://182.135.66.163:18888/rtp/239.94.1.57:5140
解密专区HD,http://182.135.66.163:18888/rtp/239.94.1.53:5140
谍战剧场HD,http://182.135.66.163:18888/rtp/239.94.1.28:5140
足球专区HD,http://182.135.66.163:18888/rtp/239.94.1.47:5140
雅安文化生活HD,http://182.135.66.163:18888/rtp/239.94.0.180:5140
雅安综合HD,http://182.135.66.163:18888/rtp/239.94.0.166:5140
青春动漫HD,http://182.135.66.163:18888/rtp/239.94.1.34:5140
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
风景HD,http://182.135.66.163:18888/rtp/239.94.2.74:5140
风景直播1HD,http://182.135.66.163:18888/rtp/239.94.2.19:5140
风景直播2HD,http://182.135.66.163:18888/rtp/239.94.2.20:5140
风景直播3HD,http://182.135.66.163:18888/rtp/239.94.2.23:5140
麻辣体育HD,http://182.135.66.163:18888/rtp/239.94.1.149:5140
CETV2SD,http://182.135.66.163:18888/rtp/239.94.1.19:5140
书法频道SD,http://182.135.66.163:18888/rtp/239.94.1.163:5140
生活时尚SD,http://182.135.66.163:18888/rtp/239.94.1.40:5140
云南卫视SD,http://182.135.66.163:18888/rtp/239.94.2.196:5140
山西卫视SD,http://182.135.66.163:18888/rtp/239.94.0.93:5140
旅游卫视SD,http://182.135.66.163:18888/rtp/239.94.0.100:5140
厦门卫视SD,http://182.135.66.163:18888/rtp/239.94.0.104:5140
内蒙古卫视SD,http://182.135.66.163:18888/rtp/239.94.0.94:5140
青海卫视SD,http://182.135.66.163:18888/rtp/239.94.0.95:5140
三沙卫视SD,http://182.135.66.163:18888/rtp/239.94.0.105:5140
延边卫视SD,http://182.135.66.163:18888/rtp/239.94.0.107:5140
金鹰卡通SD,http://182.135.66.163:18888/rtp/239.94.1.30:5140
嘉佳卡通SD,http://182.135.66.163:18888/rtp/239.94.1.10:5140
卡酷少儿SD,http://182.135.66.163:18888/rtp/239.94.1.29:5140
山东教育卫视SD,http://182.135.66.163:18888/rtp/239.94.0.106:5140
星空卫视SD,http://182.135.66.163:18888/rtp/239.94.2.53:5140
优漫卡通SD,http://182.135.66.163:18888/rtp/239.94.1.31:5140
CDTV1SD,http://182.135.66.163:18888/rtp/239.94.2.166:5140
ChannelVSD,http://182.135.66.163:18888/rtp/239.94.2.55:5140
ChannelVSD,http://182.135.66.163:18888/rtp/239.94.2.56:5140
安多卫视SD,http://182.135.66.163:18888/rtp/239.94.0.110:5140
家庭理财SD,http://182.135.66.163:18888/rtp/239.94.1.50:5140
导视专区SD,http://182.135.66.163:18888/rtp/239.94.1.55:5140
CCTV1,http://182.135.66.163:18888/rtp/239.94.2.146:5140
CCTV2,http://182.135.66.163:18888/rtp/239.94.2.147:5140
CCTV3,http://182.135.66.163:18888/rtp/239.94.2.148:5140
CCTV4,http://182.135.66.163:18888/rtp/239.94.2.149:5140
CCTV5,http://182.135.66.163:18888/rtp/239.94.2.150:5140
CCTV5+,http://182.135.66.163:18888/rtp/239.94.2.162:5140
CCTV6,http://182.135.66.163:18888/rtp/239.94.2.151:5140
CCTV7,http://182.135.66.163:18888/rtp/239.94.2.152:5140
CCTV8,http://182.135.66.163:18888/rtp/239.94.2.153:5140
CCTV9,http://182.135.66.163:18888/rtp/239.94.2.154:5140
CCTV10,http://182.135.66.163:18888/rtp/239.94.2.155:5140
CCTV11,http://182.135.66.163:18888/rtp/239.94.2.156:5140
CCTV12,http://182.135.66.163:18888/rtp/239.94.2.157:5140
CCTV13,http://182.135.66.163:18888/rtp/239.94.2.158:5140
CCTV14,http://182.135.66.163:18888/rtp/239.94.2.159:5140
CCTV15,http://182.135.66.163:18888/rtp/239.94.2.160:5140
CCTV17,http://182.135.66.163:18888/rtp/239.94.2.161:5140
CETV1,http://182.135.66.163:18888/rtp/239.94.2.224:5140
CETV2,http://182.135.66.163:18888/rtp/239.94.2.228:5140
CETV4,http://182.135.66.163:18888/rtp/239.94.2.229:5140
CGTN,http://182.135.66.163:18888/rtp/239.94.2.164:5140
CGTN西语,http://182.135.66.163:18888/rtp/239.94.2.237:5140
CGTN法语,http://182.135.66.163:18888/rtp/239.94.2.238:5140
梨园频道,http://182.135.66.163:18888/rtp/239.94.2.227:5140
游戏风云,http://182.135.66.163:18888/rtp/239.94.2.235:5140
金鹰纪实,http://182.135.66.163:18888/rtp/239.94.2.223:5140
生活时尚,http://182.135.66.163:18888/rtp/239.94.2.233:5140
中国交通,http://182.135.66.163:18888/rtp/239.94.2.193:5140
重庆卫视,http://182.135.66.163:18888/rtp/239.94.2.188:5140
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
江苏卫视,http://182.135.66.163:18888/rtp/239.94.2.168:5140
东方卫视,http://182.135.66.163:18888/rtp/239.94.2.170:5140
深圳卫视,http://182.135.66.163:18888/rtp/239.94.2.172:5140
山东卫视,http://182.135.66.163:18888/rtp/239.94.2.175:5140
天津卫视,http://182.135.66.163:18888/rtp/239.94.2.174:5140
贵州卫视,http://182.135.66.163:18888/rtp/239.94.2.189:5140
四川卫视,http://182.135.66.163:18888/rtp/239.94.2.165:5140
广西卫视,http://182.135.66.163:18888/rtp/239.94.2.195:5140
黑龙江卫视,http://182.135.66.163:18888/rtp/239.94.2.187:5140
安徽卫视,http://182.135.66.163:18888/rtp/239.94.2.191:5140
山西卫视,http://182.135.66.163:18888/rtp/239.94.2.199:5140
江西卫视,http://182.135.66.163:18888/rtp/239.94.2.185:5140
湖北卫视,http://182.135.66.163:18888/rtp/239.94.2.190:5140
旅游卫视,http://182.135.66.163:18888/rtp/239.94.2.206:5140
陕西卫视,http://182.135.66.163:18888/rtp/239.94.2.198:5140
东南卫视,http://182.135.66.163:18888/rtp/239.94.2.186:5140
厦门卫视,http://182.135.66.163:18888/rtp/239.94.2.210:5140
吉林卫视,http://182.135.66.163:18888/rtp/239.94.2.197:5140
辽宁卫视,http://182.135.66.163:18888/rtp/239.94.2.207:5140
内蒙古卫视,http://182.135.66.163:18888/rtp/239.94.2.200:5140
湖南卫视,http://182.135.66.163:18888/rtp/239.94.2.167:5140
广东卫视,http://182.135.66.163:18888/rtp/239.94.2.173:5140
河南卫视,http://182.135.66.163:18888/rtp/239.94.2.194:5140
河北卫视,http://182.135.66.163:18888/rtp/239.94.2.192:5140
甘肃卫视,http://182.135.66.163:18888/rtp/239.94.2.205:5140
青海卫视,http://182.135.66.163:18888/rtp/239.94.2.201:5140
三沙卫视,http://182.135.66.163:18888/rtp/239.94.2.211:5140
康巴卫视,http://182.135.66.163:18888/rtp/239.94.2.184:5140
延边卫视,http://182.135.66.163:18888/rtp/239.94.2.213:5140
金鹰卡通,http://182.135.66.163:18888/rtp/239.94.2.231:5140
嘉佳卡通,http://182.135.66.163:18888/rtp/239.94.2.226:5140
卡酷少儿,http://182.135.66.163:18888/rtp/239.94.2.230:5140
山东教育卫视,http://182.135.66.163:18888/rtp/239.94.2.212:5140
北京纪实科教,http://182.135.66.163:18888/rtp/239.94.2.215:5140
优漫卡通,http://182.135.66.163:18888/rtp/239.94.2.232:5140
财富天下,http://182.135.66.163:18888/rtp/239.94.2.234:5140
CDTV2,http://182.135.66.163:18888/rtp/239.94.2.217:5140
CDTV3,http://182.135.66.163:18888/rtp/239.94.2.218:5140
CDTV4,http://182.135.66.163:18888/rtp/239.94.2.219:5140
CDTV5,http://182.135.66.163:18888/rtp/239.94.2.220:5140
CDTV6,http://182.135.66.163:18888/rtp/239.94.2.221:5140
CDTV8,http://182.135.66.163:18888/rtp/239.94.2.222:5140
SCTV-7,http://182.135.66.163:18888/rtp/239.94.2.181:5140
四川乡村,http://182.135.66.163:18888/rtp/239.94.2.183:5140
四川影视文艺,http://182.135.66.163:18888/rtp/239.94.2.179:5140
四川新闻,http://182.135.66.163:18888/rtp/239.94.2.178:5140
四川科教,http://182.135.66.163:18888/rtp/239.94.2.182:5140
四川经济,http://182.135.66.163:18888/rtp/239.94.2.176:5140
安多卫视,http://182.135.66.163:18888/rtp/239.94.2.216:5140
峨眉电影,http://182.135.66.163:18888/rtp/239.94.2.209:5140
文化旅游,http://182.135.66.163:18888/rtp/239.94.2.177:5140
未知节目,http://182.135.66.163:18888/rtp/239.94.2.3:5140
未知节目,http://182.135.66.163:18888/rtp/239.94.2.5:5140
浙江卫视,http://182.135.66.163:18888/rtp/239.94.2.169:5140
CCTV1HD,http://182.135.66.163:1888/rtp/239.94.0.1:5140
CCTV1HD,http://182.135.66.163:1888/rtp/239.94.2.34:5140
CCTV1HD,http://182.135.66.163:1888/rtp/239.94.1.18:5140
嵊泗综合,http://l.cztvcloud.com/channels/lantian/SXshengsi1/720p.m3u8
CCTV1HD,http://182.135.66.163:1888/rtp/239.94.1.151:5140
CCTV1HD,http://182.135.66.163:1888/rtp/239.94.0.31:5140
CCTV1HD,http://182.135.66.163:1888/rtp/239.94.2.69:5140
CCTV2HD,http://182.135.66.163:1888/rtp/239.94.2.70:5140
CCTV2HD,http://182.135.66.163:1888/rtp/239.94.0.2:5140
CCTV2HD,http://182.135.66.163:1888/rtp/239.94.2.35:5140
嵊泗综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
CCTV3HD,http://182.135.66.163:1888/rtp/239.94.0.32:5140
CCTV3HD,http://182.135.66.163:1888/rtp/239.94.0.3:5140
CCTV4HD,http://182.135.66.163:1888/rtp/239.94.0.4:5140
CCTV5HD,http://182.135.66.163:1888/rtp/239.94.0.33:5140
CCTV5HD,http://182.135.66.163:1888/rtp/239.94.2.30:5140
CCTV5HD,http://182.135.66.163:1888/rtp/239.94.0.5:5140
CCTV5+HD,http://182.135.66.163:1888/rtp/239.94.0.19:5140
CCTV6HD,http://182.135.66.163:1888/rtp/239.94.0.34:5140
CCTV7HD,http://182.135.66.163:1888/rtp/239.94.0.7:5140
CCTV8HD,http://182.135.66.163:1888/rtp/239.94.0.8:5140
CCTV8HD,http://182.135.66.163:1888/rtp/239.94.0.35:5140
CCTV8HD,http://182.135.66.163:1888/rtp/239.94.2.29:5140
CCTV9HD,http://182.135.66.163:1888/rtp/239.94.2.32:5140
CCTV9HD,http://182.135.66.163:1888/rtp/239.94.0.9:5140
CCTV10HD,http://182.135.66.163:1888/rtp/239.94.0.10:5140
CCTV10HD,http://182.135.66.163:1888/rtp/239.94.2.31:5140
CCTV11HD,http://182.135.66.163:1888/rtp/239.94.0.11:5140
CCTV11HD,http://182.135.66.163:1888/rtp/239.94.0.36:5140
CCTV12HD,http://182.135.66.163:1888/rtp/239.94.0.12:5140
CCTV13HD,http://182.135.66.163:1888/rtp/239.94.0.13:5140
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
CCTV13HD,http://182.135.66.163:1888/rtp/239.94.0.37:5140
CCTV14HD,http://182.135.66.163:1888/rtp/239.94.0.14:5140
CCTV15HD,http://182.135.66.163:1888/rtp/239.94.0.38:5140
CCTV17HD,http://182.135.66.163:1888/rtp/239.94.0.39:5140
CCTV17HD,http://182.135.66.163:1888/rtp/239.94.0.17:5140
CETV1HD,http://182.135.66.163:1888/rtp/239.94.1.2:5140
CETV4HD,http://182.135.66.163:1888/rtp/239.94.1.20:5140
CGTNHD,http://182.135.66.163:1888/rtp/239.94.0.40:5140
CGTN西语HD,http://182.135.66.163:1888/rtp/239.94.1.61:5140
CGTN西语HD,http://182.135.66.163:1888/rtp/239.94.1.65:5140
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed#http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
CGTN法语HD,http://182.135.66.163:1888/rtp/239.94.1.66:5140
CHC影迷电影HD,http://182.135.66.163:1888/rtp/239.94.1.174:5140
CHC家庭影院HD,http://182.135.66.163:1888/rtp/239.94.1.173:5140
CHC动作电影HD,http://182.135.66.163:1888/rtp/239.94.1.175:5140
天元围棋HD,http://182.135.66.163:1888/rtp/239.94.1.152:5140
法治天地HD,http://182.135.66.163:1888/rtp/239.94.1.166:5140
游戏风云HD,http://182.135.66.163:1888/rtp/239.94.1.46:5140
茶频道HD,http://182.135.66.163:1888/rtp/239.94.1.154:5140
金色学堂HD,http://182.135.66.163:1888/rtp/239.94.1.165:5140
金鹰纪实HD,http://182.135.66.163:1888/rtp/239.94.1.1:5140
环球旅游HD,http://182.135.66.163:1888/rtp/239.94.1.147:5140
快乐垂钓HD,http://182.135.66.163:1888/rtp/239.94.1.153:5140
生活时尚HD,http://182.135.66.163:1888/rtp/239.94.1.146:5140
中国交通HD,http://182.135.66.163:1888/rtp/239.94.0.87:5140
中国天气HD,http://182.135.66.163:1888/rtp/239.94.1.167:5140
乐游HD,http://182.135.66.163:1888/rtp/239.94.1.164:5140
动漫秀场HD,http://182.135.66.163:1888/rtp/239.94.1.171:5140
重庆卫视HD,http://182.135.66.163:1888/rtp/239.94.0.82:5140
江苏卫视HD,http://182.135.66.163:1888/rtp/239.94.0.62:5140
浙江卫视HD,http://182.135.66.163:1888/rtp/239.94.0.63:5140
东方卫视HD,http://182.135.66.163:1888/rtp/239.94.0.64:5140
深圳卫视HD,http://182.135.66.163:1888/rtp/239.94.0.66:5140
北京卫视HD,http://182.135.66.163:1888/rtp/239.94.0.65:5140
山东卫视HD,http://182.135.66.163:1888/rtp/239.94.0.69:5140
天津卫视HD,http://182.135.66.163:1888/rtp/239.94.0.68:5140
贵州卫视HD,http://182.135.66.163:1888/rtp/239.94.0.83:5140
四川卫视HD,http://182.135.66.163:1888/rtp/239.94.0.60:5140
四川卫视HD,http://182.135.66.163:1888/rtp/239.94.0.59:5140
云南卫视HD,http://182.135.66.163:1888/rtp/239.94.0.90:5140
广西卫视HD,http://182.135.66.163:1888/rtp/239.94.0.89:5140
黑龙江卫视HD,http://182.135.66.163:1888/rtp/239.94.0.81:5140
安徽卫视HD,http://182.135.66.163:1888/rtp/239.94.0.85:5140
江西卫视HD,http://182.135.66.163:1888/rtp/239.94.0.79:5140
湖北卫视HD,http://182.135.66.163:1888/rtp/239.94.0.84:5140
陕西卫视HD,http://182.135.66.163:1888/rtp/239.94.0.92:5140
东南卫视HD,http://182.135.66.163:1888/rtp/239.94.0.80:5140
吉林卫视HD,http://182.135.66.163:1888/rtp/239.94.0.91:5140
辽宁卫视HD,http://182.135.66.163:1888/rtp/239.94.0.101:5140
湖南卫视HD,http://182.135.66.163:1888/rtp/239.94.0.61:5140
广东卫视HD,http://182.135.66.163:1888/rtp/239.94.0.67:5140
河南卫视HD,http://182.135.66.163:1888/rtp/239.94.0.88:5140
河北卫视HD,http://182.135.66.163:1888/rtp/239.94.0.86:5140
宁夏卫视HD,http://182.135.66.163:1888/rtp/239.94.0.96:5140
甘肃卫视HD,http://182.135.66.163:1888/rtp/239.94.0.99:5140
新疆卫视HD,http://182.135.66.163:1888/rtp/239.94.0.98:5140
西藏卫视HD,http://182.135.66.163:1888/rtp/239.94.0.97:5140
兵团卫视HD,http://182.135.66.163:1888/rtp/239.94.0.102:5140
康巴卫视HD,http://182.135.66.163:1888/rtp/239.94.0.78:5140
北京纪实科教HD,http://182.135.66.163:1888/rtp/239.94.0.109:5140
都市剧场HD,http://182.135.66.163:1888/rtp/239.94.1.133:5140
财富天下HD,http://182.135.66.163:1888/rtp/239.94.1.42:5140
少儿动画HD,http://182.135.66.163:1888/rtp/239.94.1.33:5140
魅力时尚HD,http://182.135.66.163:1888/rtp/239.94.1.39:5140
爱体育HD,http://182.135.66.163:1888/rtp/239.94.1.44:5140
求索记录HD,http://182.135.66.163:1888/rtp/239.94.1.142:5140
热播剧场HD,http://182.135.66.163:1888/rtp/239.94.1.25:5140
经典电影HD,http://182.135.66.163:1888/rtp/239.94.1.21:5140
音乐现场HD,http://182.135.66.163:1888/rtp/239.94.1.36:5140
精彩导视HD,http://182.135.66.163:1888/rtp/239.94.1.63:5140
精彩影视HD,http://182.135.66.163:1888/rtp/239.94.1.172:5140
爱生活HD,http://182.135.66.163:1888/rtp/239.94.1.41:5140
CCTV5＋HD,http://182.135.66.163:1888/rtp/239.94.0.23:5140
CDTV1HD,http://182.135.66.163:1888/rtp/239.94.0.154:5140
CDTV2HD,http://182.135.66.163:1888/rtp/239.94.0.155:5140
CDTV3HD,http://182.135.66.163:1888/rtp/239.94.0.156:5140
CDTV4HD,http://182.135.66.163:1888/rtp/239.94.0.157:5140
CDTV5HD,http://182.135.66.163:1888/rtp/239.94.0.158:5140
CDTV6HD,http://182.135.66.163:1888/rtp/239.94.0.159:5140
CDTV8HD,http://182.135.66.163:1888/rtp/239.94.0.160:5140
SCTV7HD,http://182.135.66.163:1888/rtp/239.94.0.75:5140
bestvHD,http://182.135.66.163:1888/rtp/239.94.2.57:5140
iHOT爱体育HD,http://182.135.66.163:1888/rtp/239.94.1.143:5140
iHOT爱动漫HD,http://182.135.66.163:1888/rtp/239.94.1.141:5140
iHOT爱历史HD,http://182.135.66.163:1888/rtp/239.94.1.135:5140
iHOT爱喜剧HD,http://182.135.66.163:1888/rtp/239.94.1.129:5140
iHOT爱喜剧HD,http://182.135.66.163:1888/rtp/239.94.2.71:5140
iHOT爱奇谈HD,http://182.135.66.163:1888/rtp/239.94.1.130:5140
iHOT爱幼教HD,http://182.135.66.163:1888/rtp/239.94.1.139:5140
